
6.0, 8, 9.0, 4,363.50, 380.70, 752.70, 2737.80, 404.50, 1371.40, 2737.80, 2737.80
5.0, 8, 5.0, 3,321.60, 4351.30, 504.50, 3031.10, 321.00, 1519.30, 3031.60, 3031.10
2.0, 7, 5.0, 4,202.50, 35390.80, 278.40, 1440.70, 263.40, 716.20, 1430.70, 1440.70
1.0, 5, 9.0, 8,112.60, 45315.50, 330.00, 936.20, 351.80, 6070.00, 858.30, 936.20
7.0, 2, 8.0, 8,366.50, 3419.70, 6816.50, 6816.30, 380.10, 294.50, 588.80, 6816.30
9.0, 5, 4.0, 4,376.60, 595.20, 1191.20, 1220.20, 267.00, 553.20, 1106.60, 1220.20
8.0, 2, 9.0, 7,371.10, 3109.90, 6183.60, 6183.60, 378.40, 321.70, 641.70, 6183.60
6.0, 6, 5.0, 9,373.80, 874.30, 1743.00, 1737.80, 341.50, 392.60, 785.40, 1737.80
8.0, 2, 8.0, 5,340.20, 2127.70, 4250.80, 4250.20, 340.10, 344.80, 693.00, 4250.20
1.0, 9, 9.0, 2,277.70, 16268.90, 428.90, 2041.70, 116.00, 1092.60, 2150.30, 2041.70
9.0, 5, 3.0, 9,411.50, 1195.50, 2377.80, 2372.30, 236.00, 5665.60, 336.20, 2372.30
5.0, 3, 3.0, 6,301.80, 1121.60, 2226.30, 2216.10, 215.80, 7287.00, 275.30, 2216.10
3.0, 3, 3.0, 8,218.10, 945.10, 1895.10, 1893.60, 224.00, 12139.80, 206.90, 1893.60
5.0, 3, 2.0, 5,277.30, 46728.00, 1737.20, 1717.90, 148.20, 19514.90, 153.20, 1717.90
9.0, 4, 2.0, 5,371.40, 858.60, 1726.70, 1721.20, 148.70, 93.70, 182.60, 1721.20
2.0, 5, 5.0, 6,165.00, 6905.50, 410.70, 925.80, 312.00, 14978.10, 871.40, 925.80
4.0, 9, 5.0, 6,299.80, 317.20, 630.80, 1483.30, 331.40, 737.90, 1483.70, 1483.30
9.0, 2, 8.0, 7,379.20, 3175.30, 6316.80, 6316.80, 371.00, 309.10, 615.30, 6316.80
5.0, 8, 4.0, 9,339.80, 574.20, 1149.10, 1153.10, 302.10, 4310.50, 782.80, 1153.10
9.0, 5, 1.0, 7,218.90, 11889.80, 946.90, 807.20, 84.80, 99444.30, 82.80, 807.20
9.0, 3, 6.0, 6,376.20, 1446.80, 2888.90, 2888.80, 337.80, 361.60, 722.10, 2888.80
6.0, 9, 8.0, 5,369.20, 397.10, 797.60, 2334.30, 405.20, 1168.20, 2339.80, 2334.30
9.0, 9, 5.0, 7,426.10, 604.30, 1206.40, 1334.60, 344.20, 668.20, 1331.40, 1334.60
3.0, 2, 4.0, 9,221.40, 2215.80, 4402.60, 4401.50, 277.80, 18735.40, 271.70, 4401.50
8.0, 9, 5.0, 8,419.40, 647.60, 1293.80, 1298.00, 347.10, 594.80, 1184.30, 1298.00
7.0, 7, 5.0, 8,394.30, 731.40, 1463.50, 1472.40, 342.60, 491.60, 984.60, 1472.40
6.0, 8, 8.0, 4,361.10, 370.30, 736.10, 2623.80, 391.00, 1311.90, 2623.90, 2623.80
7.0, 4, 9.0, 3,329.00, 518.90, 1032.00, 1946.60, 347.90, 972.80, 1946.70, 1946.60
6.0, 9, 1.0, 5,339.40, 11536.30, 724.10, 758.80, 97.80, 57427.90, 255.00, 758.80
3.0, 6, 1.0, 2,199.30, 313962.59, 153.90, 711.80, 74.50, 90790.70, 761.90, 711.80
7.0, 2, 4.0, 7,353.00, 2945.60, 5878.50, 5873.40, 265.20, 1761.60, 300.90, 5873.40
5.0, 7, 6.0, 8,342.60, 604.20, 1211.90, 1220.80, 373.40, 549.80, 1099.60, 1220.80
5.0, 3, 4.0, 4,277.90, 727.30, 1450.60, 1452.00, 244.20, 322.20, 651.00, 1452.00
8.0, 3, 8.0, 7,378.40, 1649.10, 3288.20, 3283.20, 380.30, 386.40, 772.80, 3283.20
2.0, 2, 3.0, 4,124.60, 14350.70, 1005.60, 997.70, 182.60, 161084.09, 242.30, 997.70
7.0, 3, 9.0, 6,356.80, 1356.70, 2707.10, 2706.90, 378.80, 429.20, 858.20, 2706.90
6.0, 5, 8.0, 7,360.40, 832.50, 1665.30, 1664.70, 395.50, 541.50, 1083.30, 1664.70
4.0, 2, 9.0, 3,207.90, 801.20, 1600.10, 1599.20, 288.90, 472.60, 940.50, 1599.20
2.0, 6, 7.0, 9,175.80, 2722.60, 565.30, 1013.60, 381.70, 464.20, 931.20, 1013.60
8.0, 7, 4.0, 4,379.50, 448.30, 898.70, 1571.50, 282.60, 790.50, 1587.50, 1571.50
1.0, 2, 8.0, 7,78.70, 474.60, 933.80, 925.60, 365.30, 8668.50, 603.90, 925.60
7.0, 6, 3.0, 7,384.20, 1395.40, 1498.00, 1503.50, 233.90, 260.30, 516.60, 1503.50
8.0, 5, 8.0, 2,339.80, 347.00, 686.40, 4235.50, 340.20, 2122.90, 4236.20, 4235.50
7.0, 8, 6.0, 8,399.80, 2164.30, 1345.10, 1343.60, 375.70, 608.00, 1215.00, 1343.60
2.0, 3, 7.0, 5,155.40, 374.20, 747.60, 952.20, 327.60, 980.40, 817.80, 952.20
1.0, 2, 5.0, 4,67.70, 27208.30, 341.30, 537.00, 251.90, 128502.80, 514.20, 537.00
9.0, 9, 7.0, 2,398.20, 298.50, 593.90, 7702.50, 372.80, 3865.70, 7707.70, 7702.50
8.0, 6, 3.0, 9,409.70, 987.40, 1971.90, 1971.80, 237.60, 198.20, 395.10, 1971.80
9.0, 5, 6.0, 5,389.60, 728.00, 1452.20, 1454.40, 346.60, 620.50, 1239.40, 1454.40
3.0, 9, 3.0, 9,241.60, 5109.20, 595.60, 628.10, 241.20, 3607.60, 590.00, 628.10
5.0, 3, 3.0, 6,299.90, 1102.10, 2208.90, 2203.60, 215.70, 6873.00, 287.40, 2203.60
8.0, 4, 6.0, 3,339.30, 543.00, 1081.70, 1664.10, 308.30, 831.70, 1664.30, 1664.10
3.0, 9, 3.0, 8,238.90, 35921.00, 528.50, 672.20, 240.20, 15401.90, 670.10, 672.20
7.0, 2, 2.0, 2,219.80, 5825.20, 1267.30, 1299.30, 99.70, 154.20, 311.50, 1299.30
1.0, 2, 4.0, 5,69.50, 11061.80, 502.60, 501.00, 237.90, 41527.50, 345.40, 501.00
8.0, 5, 3.0, 5,380.20, 1206.80, 1398.80, 1398.70, 217.10, 297.00, 588.90, 1398.70
8.0, 4, 3.0, 5,366.60, 847.50, 1698.60, 1693.20, 211.70, 233.00, 462.80, 1693.20
9.0, 9, 5.0, 2,395.30, 291.50, 584.00, 6620.50, 321.80, 3327.70, 6625.70, 6620.50
7.0, 7, 4.0, 2,352.10, 280.70, 558.40, 4355.10, 269.80, 2177.60, 4355.60, 4355.10
9.0, 7, 4.0, 7,416.40, 1675.40, 1444.00, 1444.00, 291.50, 434.50, 863.70, 1444.00
9.0, 3, 2.0, 5,347.80, 1134.90, 2283.50, 2273.10, 147.10, 53.50, 108.60, 2273.10
3.0, 7, 5.0, 8,250.00, 9138.10, 751.20, 988.90, 325.00, 1279.50, 896.40, 988.90
7.0, 9, 7.0, 9,405.70, 665.90, 1330.30, 1368.10, 407.40, 671.70, 1338.90, 1368.10
1.0, 2, 6.0, 4,73.50, 2651.70, 429.20, 696.10, 275.60, 12110.80, 610.90, 696.10
8.0, 3, 7.0, 3,317.70, 704.90, 1409.60, 1432.60, 306.60, 675.50, 1348.80, 1432.60
9.0, 8, 3.0, 4,397.60, 437.20, 878.00, 1373.10, 232.90, 693.90, 1375.10, 1373.10
4.0, 8, 2.0, 2,269.40, 47046.00, 285.80, 2488.10, 148.60, 1253.60, 2514.50, 2488.10
4.0, 6, 9.0, 4,283.00, 322.00, 639.40, 2002.30, 377.50, 998.80, 2001.80, 2002.30
7.0, 5, 4.0, 3,341.00, 433.70, 867.00, 1572.40, 258.70, 791.50, 1573.30, 1572.40
4.0, 8, 7.0, 3,289.70, 1626.10, 413.10, 3473.70, 362.70, 1733.30, 3473.80, 3473.70
8.0, 8, 9.0, 7,412.60, 637.10, 1272.10, 1604.90, 422.20, 803.00, 1604.50, 1604.90
2.0, 2, 5.0, 4,129.30, 6257.20, 1039.60, 1037.00, 262.00, 20808.80, 553.10, 1037.00
9.0, 6, 5.0, 6,405.00, 727.70, 1447.10, 1447.10, 328.10, 535.60, 1072.00, 1447.10
8.0, 8, 2.0, 2,380.70, 2111.20, 586.20, 2609.30, 155.00, 1325.00, 2630.80, 2609.30
7.0, 3, 5.0, 8,374.00, 1795.90, 3593.30, 3593.10, 322.40, 258.40, 512.80, 3593.10
1.0, 3, 3.0, 7,79.90, 96797.40, 329.20, 327.00, 215.70, 136165.91, 234.90, 327.00
2.0, 2, 9.0, 2,103.40, 175.50, 344.50, 1397.10, 231.60, 679.50, 1349.30, 1397.10
7.0, 6, 3.0, 4,360.20, 473.10, 943.30, 1047.10, 226.20, 503.90, 1007.60, 1047.10
5.0, 7, 9.0, 5,336.50, 424.20, 844.10, 1875.90, 396.60, 938.70, 1876.50, 1875.90
7.0, 9, 5.0, 8,401.50, 605.40, 1213.10, 1253.00, 348.60, 593.90, 1189.60, 1253.00
6.0, 8, 8.0, 3,358.40, 315.50, 632.80, 3724.40, 385.30, 1868.60, 3719.70, 3724.40
5.0, 7, 7.0, 6,336.20, 482.90, 963.60, 1479.60, 381.40, 735.70, 1478.10, 1479.60
8.0, 6, 4.0, 4,378.00, 508.20, 1011.70, 1359.10, 277.90, 682.30, 1359.60, 1359.10
2.0, 5, 4.0, 9,167.90, 11028.60, 686.50, 692.00, 288.40, 11840.10, 511.90, 692.00
9.0, 3, 6.0, 6,377.80, 1457.90, 2906.60, 2906.60, 338.70, 360.10, 717.60, 2906.60
7.0, 7, 2.0, 9,386.50, 4730.80, 1554.40, 1575.30, 175.90, 111.70, 222.00, 1575.30
7.0, 5, 3.0, 3,337.10, 423.90, 847.80, 1190.20, 209.90, 600.80, 1191.70, 1190.20
9.0, 7, 1.0, 3,370.40, 380.00, 741.00, 939.20, 101.60, 297.70, 599.90, 939.20
8.0, 9, 8.0, 9,421.20, 703.80, 1400.50, 1442.50, 423.70, 703.40, 1412.60, 1442.50
3.0, 5, 2.0, 7,215.60, 395.60, 795.70, 793.00, 167.20, 258108.00, 202.70, 793.00
3.0, 6, 3.0, 7,228.70, 8343.90, 688.70, 689.00, 231.40, 25792.10, 503.40, 689.00
9.0, 7, 6.0, 8,421.00, 803.00, 1603.00, 1603.70, 376.30, 558.60, 1117.20, 1603.70
7.0, 3, 9.0, 6,356.80, 1359.70, 2718.70, 2713.60, 377.20, 429.40, 854.80, 2713.60
7.0, 9, 2.0, 4,376.10, 9507.40, 731.20, 985.60, 169.60, 500.20, 999.30, 985.60
2.0, 3, 9.0, 7,158.60, 553.20, 1091.10, 1089.20, 380.90, 382.00, 767.70, 1089.20
3.0, 9, 8.0, 3,248.90, 5558.70, 253.10, 3912.40, 367.80, 1957.50, 3912.70, 3912.40
4.0, 6, 8.0, 9,301.30, 654.30, 1305.50, 1304.90, 407.90, 517.90, 1035.90, 1304.90
8.0, 8, 4.0, 8,414.00, 2235.90, 1388.40, 1398.00, 302.90, 447.70, 889.50, 1398.00
5.0, 6, 2.0, 7,315.30, 14880.90, 1146.70, 1169.80, 170.10, 34400.80, 254.80, 1169.80
4.0, 8, 5.0, 6,293.70, 4620.10, 670.40, 1366.00, 334.40, 689.70, 1366.40, 1366.00
2.0, 9, 5.0, 8,193.20, 35610.30, 335.00, 1126.30, 316.40, 21812.00, 1033.60, 1126.30
3.0, 9, 6.0, 6,247.70, 8497.50, 434.10, 1655.60, 359.10, 10599.50, 1652.60, 1655.60
4.0, 3, 4.0, 2,204.10, 264.90, 528.30, 1512.20, 203.10, 756.20, 1512.90, 1512.20
9.0, 5, 7.0, 8,411.40, 1086.20, 2170.50, 2170.00, 389.20, 472.40, 946.10, 2170.00
3.0, 9, 5.0, 8,251.30, 16641.10, 566.50, 1150.00, 333.50, 559.50, 1120.30, 1150.00
6.0, 9, 8.0, 8,382.70, 564.60, 1122.30, 1528.60, 420.00, 765.30, 1528.70, 1528.60
1.0, 2, 9.0, 8,80.40, 559.70, 1124.80, 1115.40, 387.50, 304.30, 613.00, 1115.40
5.0, 4, 6.0, 4,296.70, 540.00, 1076.20, 1235.80, 324.70, 616.00, 1229.40, 1235.80
3.0, 3, 8.0, 3,185.70, 312.50, 617.30, 1390.30, 311.10, 682.70, 1361.10, 1390.30
5.0, 7, 4.0, 6,330.40, 464.80, 926.90, 1025.50, 290.30, 504.40, 1006.20, 1025.50
3.0, 9, 3.0, 9,238.80, 109088.20, 582.20, 617.30, 238.10, 81622.50, 574.40, 617.30
6.0, 4, 9.0, 7,350.40, 1030.10, 2062.20, 2056.50, 394.20, 475.90, 948.20, 2056.50
7.0, 6, 1.0, 2,336.80, 3459.60, 589.20, 914.40, 86.10, 476.40, 932.70, 914.40
7.0, 4, 4.0, 8,382.10, 2906.10, 2560.40, 2560.30, 284.40, 239.60, 473.80, 2560.30
2.0, 5, 8.0, 6,177.30, 4980.20, 478.90, 1215.00, 361.20, 6788.00, 1083.00, 1215.00
7.0, 6, 5.0, 7,385.00, 746.30, 1492.50, 1494.40, 334.00, 471.10, 946.90, 1494.40
1.0, 3, 9.0, 8,84.00, 229.30, 443.20, 734.60, 383.40, 4987.30, 706.90, 734.60
1.0, 4, 4.0, 8,84.70, 244375.09, 225.60, 445.20, 267.80, 187295.91, 433.40, 445.20
8.0, 2, 4.0, 3,283.90, 1170.00, 2332.40, 2333.30, 204.30, 259.70, 517.90, 2333.30
9.0, 6, 4.0, 5,396.10, 618.90, 1228.60, 1245.00, 279.60, 520.90, 1035.90, 1245.00
7.0, 4, 9.0, 2,306.60, 366.50, 731.40, 3374.60, 324.30, 1692.50, 3374.70, 3374.60
4.0, 7, 8.0, 8,302.90, 509.70, 1012.10, 1286.00, 403.30, 614.80, 1222.50, 1286.00
8.0, 2, 6.0, 8,381.50, 3587.70, 7155.60, 7155.50, 346.00, 243.30, 485.90, 7155.50
5.0, 6, 5.0, 5,320.80, 1731.50, 907.30, 1269.70, 320.60, 634.60, 1267.40, 1269.70
2.0, 4, 4.0, 8,162.00, 19146.20, 804.00, 802.30, 280.60, 25611.50, 465.60, 802.30
7.0, 7, 6.0, 2,353.60, 283.20, 563.00, 5632.90, 339.50, 2823.50, 5633.00, 5632.90
2.0, 2, 2.0, 3,106.40, 200564.59, 611.40, 586.70, 118.50, 535473.81, 154.70, 586.70
9.0, 9, 2.0, 3,396.50, 346.70, 703.90, 1531.70, 168.60, 774.60, 1540.20, 1531.70
2.0, 5, 6.0, 3,189.10, 100772.90, 289.50, 1621.50, 262.30, 19836.10, 1604.20, 1621.50
9.0, 9, 2.0, 9,422.40, 1154.60, 1398.30, 1421.30, 175.90, 153.40, 301.00, 1421.30
8.0, 3, 6.0, 3,317.50, 702.30, 1402.90, 1400.60, 287.30, 607.80, 1218.40, 1400.60
9.0, 3, 2.0, 4,337.30, 929.80, 1857.40, 1857.30, 137.30, 78.40, 153.20, 1857.30
3.0, 2, 5.0, 2,138.10, 1397.80, 602.30, 1074.90, 195.30, 4218.50, 1067.40, 1074.90
9.0, 5, 3.0, 5,387.00, 715.50, 1437.80, 1445.80, 221.00, 304.20, 607.70, 1445.80
7.0, 9, 6.0, 7,401.70, 548.40, 1101.40, 1533.30, 379.10, 766.50, 1533.40, 1533.30
7.0, 6, 6.0, 7,388.50, 766.80, 1526.60, 1521.40, 363.90, 538.30, 1075.90, 1521.40
4.0, 7, 4.0, 8,296.70, 1986.40, 987.00, 986.90, 294.50, 383.70, 765.90, 986.90
5.0, 2, 7.0, 8,313.80, 2881.60, 5767.80, 5767.50, 367.80, 277.20, 553.30, 5767.50
5.0, 3, 3.0, 2,230.70, 6434.30, 652.20, 1179.20, 168.10, 594.40, 1180.20, 1179.20
7.0, 5, 3.0, 6,373.70, 3546.10, 1554.00, 1557.70, 226.70, 249.80, 498.70, 1557.70
6.0, 5, 8.0, 8,366.90, 953.70, 1895.70, 1895.00, 402.30, 498.20, 995.40, 1895.00
7.0, 4, 4.0, 3,327.60, 1508.50, 1023.10, 1221.60, 244.70, 2031.80, 1219.60, 1221.60
3.0, 7, 8.0, 9,266.00, 2201.30, 921.60, 1244.40, 386.10, 523.10, 1047.60, 1244.40
3.0, 7, 8.0, 3,246.10, 6577.50, 325.50, 2986.90, 350.00, 1491.60, 2987.10, 2986.90
8.0, 7, 7.0, 4,388.70, 464.30, 929.90, 2260.90, 376.50, 1134.10, 2261.50, 2260.90
4.0, 5, 3.0, 4,260.50, 1428.50, 688.10, 811.90, 215.70, 1789.90, 794.30, 811.90
7.0, 8, 6.0, 9,403.80, 737.20, 1464.80, 1464.70, 379.00, 558.80, 1111.40, 1464.70
8.0, 7, 2.0, 5,382.30, 521.40, 1037.30, 1107.90, 168.60, 19030.90, 516.60, 1107.90
6.0, 7, 5.0, 4,349.30, 390.20, 782.50, 1847.90, 321.40, 925.10, 1847.60, 1847.90
6.0, 5, 5.0, 8,366.30, 1808.50, 1873.30, 1872.70, 333.90, 373.40, 745.20, 1872.70
5.0, 9, 3.0, 8,338.40, 6939.60, 940.70, 983.50, 248.20, 2735.10, 707.40, 983.50
8.0, 9, 8.0, 9,421.60, 705.20, 1405.30, 1437.40, 422.70, 700.80, 1394.00, 1437.40
6.0, 4, 9.0, 5,334.60, 753.90, 1507.60, 1507.40, 376.30, 597.70, 1197.20, 1507.40
7.0, 2, 8.0, 5,329.10, 2070.30, 4119.40, 4118.80, 340.90, 346.80, 690.70, 4118.80
3.0, 6, 7.0, 6,238.50, 324.70, 643.60, 1331.20, 368.80, 635.90, 1276.20, 1331.20
9.0, 5, 9.0, 5,388.00, 721.20, 1443.00, 1485.20, 389.90, 723.20, 1446.60, 1485.20
8.0, 2, 7.0, 7,369.90, 3066.30, 6124.30, 6119.30, 357.80, 286.30, 568.60, 6119.30
3.0, 4, 6.0, 2,196.80, 4228.80, 289.90, 2750.60, 271.70, 2069.90, 2750.90, 2750.60
9.0, 9, 2.0, 6,410.80, 521.10, 1055.40, 1098.90, 172.40, 8581.10, 536.60, 1098.90
7.0, 4, 4.0, 8,378.90, 1269.30, 2541.30, 2536.20, 283.60, 7149.50, 474.10, 2536.20
5.0, 7, 5.0, 7,334.90, 535.80, 1073.90, 1111.60, 336.20, 539.70, 1073.20, 1111.60
8.0, 9, 6.0, 3,395.40, 344.00, 688.30, 3837.70, 360.40, 1916.60, 3837.80, 3837.70
3.0, 2, 8.0, 8,219.30, 1955.60, 3902.70, 3901.50, 380.60, 297.70, 591.40, 3901.50
8.0, 5, 2.0, 4,355.20, 546.70, 1100.70, 1168.10, 159.10, 13963.40, 464.30, 1168.10
